transaction_id,amount_valid,currency_valid,channel_valid,status_valid,timestamp_valid
TXN00018382,PASS,FAIL,PASS,PASS,PASS
TXN00015979,FAIL,PASS,PASS,PASS,PASS
TXN00047798,FAIL,PASS,PASS,PASS,PASS
TXN00040608,PASS,FAIL,PASS,PASS,PASS
TXN00008610,PASS,FAIL,PASS,PASS,PASS
TXN00035837,PASS,PASS,FAIL,PASS,PASS
TXN00020850,PASS,PASS,FAIL,PASS,PASS
TXN00040607,PASS,PASS,FAIL,PASS,PASS
TXN00020340,PASS,FAIL,PASS,PASS,PASS
TXN00027495,PASS,PASS,FAIL,PASS,PASS
TXN00028176,PASS,FAIL,PASS,PASS,PASS
TXN00014237,PASS,FAIL,PASS,PASS,PASS
TXN00045330,PASS,FAIL,PASS,PASS,PASS
TXN00048863,PASS,FAIL,PASS,PASS,PASS
TXN00001222,PASS,FAIL,PASS,PASS,PASS
TXN00007481,PASS,FAIL,PASS,PASS,PASS
TXN00007701,PASS,PASS,FAIL,PASS,PASS
TXN00012304,PASS,FAIL,PASS,PASS,PASS
TXN00043464,PASS,PASS,FAIL,PASS,PASS
TXN00048813,PASS,FAIL,PASS,PASS,PASS
TXN00030095,PASS,PASS,FAIL,PASS,PASS
TXN00033891,PASS,PASS,FAIL,PASS,PASS
TXN00039751,PASS,PASS,FAIL,PASS,PASS
TXN00030860,PASS,FAIL,PASS,PASS,PASS
TXN00019813,PASS,FAIL,PASS,PASS,PASS
TXN00003571,PASS,PASS,FAIL,PASS,PASS
TXN00004380,PASS,FAIL,PASS,PASS,PASS
TXN00024579,PASS,PASS,FAIL,PASS,PASS
TXN00042051,PASS,PASS,FAIL,PASS,PASS
TXN00008744,PASS,PASS,FAIL,PASS,PASS
TXN00048180,PASS,FAIL,PASS,PASS,PASS
TXN00047312,PASS,FAIL,PASS,PASS,PASS
TXN00014722,PASS,FAIL,PASS,PASS,PASS
TXN00019445,PASS,FAIL,PASS,PASS,PASS
TXN00043717,PASS,FAIL,PASS,PASS,PASS
TXN00049723,FAIL,PASS,PASS,PASS,PASS
TXN00031664,PASS,PASS,FAIL,PASS,PASS
TXN00012317,PASS,PASS,FAIL,PASS,PASS
TXN00047493,PASS,FAIL,PASS,PASS,PASS
TXN00003111,PASS,FAIL,PASS,PASS,PASS
TXN00034140,PASS,FAIL,PASS,PASS,PASS
TXN00016519,PASS,PASS,FAIL,PASS,PASS
TXN00004725,PASS,PASS,FAIL,PASS,PASS
TXN00037600,PASS,PASS,FAIL,PASS,PASS
TXN00006773,PASS,FAIL,PASS,PASS,PASS
TXN00015842,PASS,FAIL,PASS,PASS,PASS
TXN00046807,PASS,FAIL,PASS,PASS,PASS
TXN00009498,PASS,PASS,FAIL,PASS,PASS
TXN00027597,PASS,FAIL,PASS,PASS,PASS
TXN00049873,PASS,PASS,FAIL,PASS,PASS
TXN00018527,PASS,PASS,FAIL,PASS,PASS
TXN00008179,PASS,FAIL,PASS,PASS,PASS
TXN00001865,PASS,PASS,FAIL,PASS,PASS
TXN00006983,PASS,PASS,FAIL,PASS,PASS
TXN00044933,PASS,PASS,FAIL,PASS,PASS
TXN00043723,PASS,PASS,FAIL,PASS,PASS
TXN00004194,FAIL,PASS,PASS,PASS,PASS
TXN00043873,PASS,FAIL,PASS,PASS,PASS
TXN00034470,PASS,PASS,FAIL,PASS,PASS
TXN00007247,PASS,FAIL,PASS,PASS,PASS
TXN00022655,PASS,FAIL,PASS,PASS,PASS
TXN00016731,PASS,PASS,FAIL,PASS,PASS
TXN00025136,PASS,FAIL,PASS,PASS,PASS
TXN00003792,PASS,PASS,FAIL,PASS,PASS
TXN00049651,PASS,PASS,FAIL,PASS,PASS
TXN00039023,PASS,PASS,FAIL,PASS,PASS
TXN00035635,PASS,FAIL,PASS,PASS,PASS
TXN00013690,PASS,PASS,FAIL,PASS,PASS
TXN00006600,PASS,FAIL,PASS,PASS,PASS
TXN00041734,PASS,FAIL,PASS,PASS,PASS
TXN00036905,PASS,FAIL,PASS,PASS,PASS
TXN00040008,PASS,PASS,FAIL,PASS,PASS
TXN00045344,PASS,PASS,FAIL,PASS,PASS
TXN00000077,PASS,PASS,FAIL,PASS,PASS
TXN00039509,PASS,FAIL,PASS,PASS,PASS
TXN00039509,PASS,FAIL,PASS,PASS,PASS
TXN00020686,PASS,FAIL,PASS,PASS,PASS
TXN00019048,PASS,PASS,FAIL,PASS,PASS
TXN00024115,PASS,FAIL,PASS,PASS,PASS
TXN00023654,PASS,PASS,FAIL,PASS,PASS
TXN00031327,FAIL,PASS,PASS,PASS,PASS
TXN00024891,PASS,FAIL,PASS,PASS,PASS
TXN00009129,PASS,PASS,FAIL,PASS,PASS
TXN00048328,PASS,FAIL,PASS,PASS,PASS
TXN00011460,PASS,FAIL,PASS,PASS,PASS
TXN00017892,PASS,FAIL,PASS,PASS,PASS
TXN00004406,PASS,PASS,FAIL,PASS,PASS
TXN00039691,FAIL,PASS,PASS,PASS,PASS
TXN00010972,PASS,FAIL,PASS,PASS,PASS
TXN00001771,PASS,FAIL,PASS,PASS,PASS
TXN00015333,PASS,PASS,FAIL,PASS,PASS
TXN00023368,PASS,FAIL,PASS,PASS,PASS
TXN00011067,PASS,FAIL,PASS,PASS,PASS
TXN00009624,PASS,PASS,FAIL,PASS,PASS
TXN00038930,PASS,FAIL,PASS,PASS,PASS
TXN00041378,PASS,PASS,FAIL,PASS,PASS
TXN00049712,PASS,FAIL,PASS,PASS,PASS
TXN00006672,PASS,FAIL,PASS,PASS,PASS
TXN00044969,PASS,FAIL,PASS,PASS,PASS
TXN00005794,PASS,FAIL,PASS,PASS,PASS
TXN00049275,PASS,PASS,FAIL,PASS,PASS
TXN00037388,FAIL,PASS,PASS,PASS,PASS
TXN00029783,FAIL,PASS,PASS,PASS,PASS
TXN00002692,PASS,PASS,FAIL,PASS,PASS
TXN00043867,PASS,FAIL,PASS,PASS,PASS
TXN00023391,PASS,PASS,FAIL,PASS,PASS
TXN00013996,PASS,FAIL,PASS,PASS,PASS
TXN00000764,PASS,FAIL,PASS,PASS,PASS
TXN00027204,PASS,PASS,FAIL,PASS,PASS
TXN00021495,PASS,FAIL,PASS,PASS,PASS
TXN00011850,PASS,FAIL,PASS,PASS,PASS
TXN00000582,PASS,FAIL,PASS,PASS,PASS
TXN00043791,PASS,FAIL,PASS,PASS,PASS
TXN00005892,PASS,PASS,FAIL,PASS,PASS
TXN00022766,PASS,FAIL,PASS,PASS,PASS
TXN00026192,FAIL,PASS,PASS,PASS,PASS
TXN00048485,PASS,FAIL,PASS,PASS,PASS
TXN00029546,PASS,FAIL,PASS,PASS,PASS
TXN00027909,PASS,PASS,FAIL,PASS,PASS
TXN00041671,PASS,PASS,FAIL,PASS,PASS
TXN00049820,PASS,FAIL,PASS,PASS,PASS
TXN00023966,PASS,PASS,FAIL,PASS,PASS
TXN00038772,PASS,PASS,FAIL,PASS,PASS
TXN00039827,PASS,PASS,FAIL,PASS,PASS
TXN00018614,PASS,PASS,FAIL,PASS,PASS
TXN00039697,PASS,PASS,FAIL,PASS,PASS
TXN00017254,PASS,FAIL,PASS,PASS,PASS
TXN00031365,PASS,PASS,FAIL,PASS,PASS
TXN00039668,PASS,PASS,FAIL,PASS,PASS
TXN00005578,PASS,PASS,FAIL,PASS,PASS
TXN00049471,PASS,FAIL,PASS,PASS,PASS
TXN00034590,PASS,FAIL,PASS,PASS,PASS
TXN00021104,PASS,PASS,FAIL,PASS,PASS
TXN00035507,PASS,PASS,FAIL,PASS,PASS
TXN00023836,PASS,PASS,FAIL,PASS,PASS
TXN00002038,PASS,FAIL,PASS,PASS,PASS
TXN00025957,PASS,PASS,FAIL,PASS,PASS
TXN00008558,PASS,FAIL,PASS,PASS,PASS
TXN00025619,PASS,FAIL,PASS,PASS,PASS
TXN00022023,PASS,FAIL,PASS,PASS,PASS
TXN00012916,PASS,FAIL,PASS,PASS,PASS
TXN00016518,PASS,FAIL,PASS,PASS,PASS
TXN00014505,PASS,FAIL,PASS,PASS,PASS
TXN00042746,PASS,FAIL,PASS,PASS,PASS
TXN00015604,PASS,FAIL,PASS,PASS,PASS
TXN00006078,PASS,FAIL,PASS,PASS,PASS
TXN00009563,PASS,PASS,FAIL,PASS,PASS
TXN00039104,PASS,PASS,FAIL,PASS,PASS
TXN00026280,PASS,PASS,FAIL,PASS,PASS
TXN00022406,PASS,PASS,FAIL,PASS,PASS
TXN00015307,PASS,FAIL,PASS,PASS,PASS
TXN00016699,PASS,PASS,FAIL,PASS,PASS
TXN00034669,PASS,PASS,FAIL,PASS,PASS
TXN00012771,PASS,FAIL,PASS,PASS,PASS
TXN00016883,PASS,FAIL,PASS,PASS,PASS
TXN00004384,PASS,FAIL,PASS,PASS,PASS
TXN00021710,FAIL,PASS,PASS,PASS,PASS
TXN00018797,FAIL,PASS,PASS,PASS,PASS
TXN00041118,PASS,FAIL,PASS,PASS,PASS
TXN00012520,PASS,PASS,FAIL,PASS,PASS
TXN00029939,PASS,FAIL,PASS,PASS,PASS
TXN00020410,PASS,PASS,FAIL,PASS,PASS
TXN00044124,PASS,FAIL,PASS,PASS,PASS
TXN00029264,PASS,FAIL,PASS,PASS,PASS
TXN00003649,PASS,PASS,FAIL,PASS,PASS
TXN00019486,PASS,FAIL,PASS,PASS,PASS
TXN00014168,PASS,FAIL,PASS,PASS,PASS
TXN00031469,PASS,FAIL,PASS,PASS,PASS
TXN00048599,PASS,PASS,FAIL,PASS,PASS
TXN00010293,PASS,FAIL,PASS,PASS,PASS
TXN00017087,PASS,PASS,FAIL,PASS,PASS
TXN00029539,PASS,PASS,FAIL,PASS,PASS
TXN00001886,PASS,FAIL,PASS,PASS,PASS
TXN00006613,PASS,FAIL,PASS,PASS,PASS
TXN00037696,PASS,FAIL,PASS,PASS,PASS
TXN00037630,PASS,PASS,FAIL,PASS,PASS
TXN00007722,FAIL,PASS,PASS,PASS,PASS
TXN00021242,PASS,PASS,FAIL,PASS,PASS
TXN00015799,PASS,PASS,FAIL,PASS,PASS
TXN00000466,PASS,PASS,FAIL,PASS,PASS
TXN00012821,PASS,PASS,FAIL,PASS,PASS
TXN00014081,PASS,FAIL,PASS,PASS,PASS
TXN00024773,PASS,FAIL,PASS,PASS,PASS
TXN00027032,PASS,FAIL,PASS,PASS,PASS
TXN00047185,PASS,PASS,FAIL,PASS,PASS
TXN00012992,PASS,FAIL,PASS,PASS,PASS
TXN00031964,PASS,FAIL,PASS,PASS,PASS
TXN00027763,PASS,PASS,FAIL,PASS,PASS
TXN00045296,PASS,PASS,FAIL,PASS,PASS
TXN00001547,PASS,FAIL,PASS,PASS,PASS
TXN00030312,PASS,FAIL,PASS,PASS,PASS
TXN00049603,PASS,PASS,FAIL,PASS,PASS
TXN00000736,PASS,PASS,FAIL,PASS,PASS
TXN00004331,PASS,FAIL,PASS,PASS,PASS
TXN00049178,PASS,FAIL,PASS,PASS,PASS
TXN00018504,PASS,PASS,FAIL,PASS,PASS
TXN00030421,PASS,FAIL,PASS,PASS,PASS
TXN00001885,PASS,FAIL,PASS,PASS,PASS
TXN00021279,PASS,FAIL,PASS,PASS,PASS
TXN00003320,PASS,FAIL,PASS,PASS,PASS
TXN00002334,PASS,FAIL,PASS,PASS,PASS
TXN00022271,PASS,PASS,FAIL,PASS,PASS
TXN00009095,PASS,PASS,FAIL,PASS,PASS
TXN00027497,PASS,FAIL,PASS,PASS,PASS
TXN00002791,FAIL,PASS,PASS,PASS,PASS
TXN00049585,PASS,PASS,FAIL,PASS,PASS
TXN00022056,PASS,PASS,FAIL,PASS,PASS
TXN00009254,PASS,PASS,FAIL,PASS,PASS
TXN00011181,PASS,PASS,FAIL,PASS,PASS
TXN00026291,PASS,PASS,FAIL,PASS,PASS
TXN00002384,PASS,FAIL,PASS,PASS,PASS
TXN00027237,PASS,PASS,FAIL,PASS,PASS
TXN00002921,PASS,PASS,FAIL,PASS,PASS
TXN00036677,PASS,FAIL,PASS,PASS,PASS
TXN00014092,FAIL,PASS,PASS,PASS,PASS
TXN00008675,PASS,FAIL,PASS,PASS,PASS
TXN00011079,PASS,PASS,FAIL,PASS,PASS
TXN00034955,PASS,PASS,FAIL,PASS,PASS
TXN00017402,PASS,FAIL,PASS,PASS,PASS
TXN00017601,PASS,FAIL,PASS,PASS,PASS
TXN00024638,PASS,PASS,FAIL,PASS,PASS
TXN00012733,PASS,FAIL,PASS,PASS,PASS
TXN00021436,PASS,PASS,FAIL,PASS,PASS
TXN00045773,PASS,FAIL,PASS,PASS,PASS
TXN00031530,PASS,PASS,FAIL,PASS,PASS
TXN00028340,PASS,FAIL,PASS,PASS,PASS
TXN00022074,PASS,FAIL,PASS,PASS,PASS
TXN00022980,PASS,PASS,FAIL,PASS,PASS
TXN00009459,PASS,PASS,FAIL,PASS,PASS
TXN00038143,PASS,FAIL,PASS,PASS,PASS
TXN00042525,PASS,PASS,FAIL,PASS,PASS
TXN00049756,PASS,FAIL,PASS,PASS,PASS
TXN00007934,PASS,PASS,FAIL,PASS,PASS
TXN00025931,PASS,FAIL,PASS,PASS,PASS
TXN00008622,PASS,FAIL,PASS,PASS,PASS
TXN00028188,PASS,FAIL,PASS,PASS,PASS
TXN00030444,PASS,FAIL,PASS,PASS,PASS
TXN00035866,PASS,PASS,FAIL,PASS,PASS
TXN00043658,PASS,FAIL,PASS,PASS,PASS
TXN00017173,PASS,FAIL,PASS,PASS,PASS
TXN00005774,PASS,FAIL,PASS,PASS,PASS
TXN00020446,PASS,FAIL,PASS,PASS,PASS
TXN00043571,PASS,PASS,FAIL,PASS,PASS
TXN00047222,PASS,FAIL,PASS,PASS,PASS
TXN00050217,PASS,FAIL,PASS,PASS,PASS
TXN00018713,PASS,FAIL,PASS,PASS,PASS
TXN00009243,PASS,FAIL,PASS,PASS,PASS
TXN00037436,PASS,PASS,FAIL,PASS,PASS
TXN00036643,PASS,PASS,FAIL,PASS,PASS
TXN00005556,PASS,PASS,FAIL,PASS,PASS
TXN00031819,PASS,PASS,FAIL,PASS,PASS
TXN00018805,FAIL,PASS,PASS,PASS,PASS
TXN00035576,PASS,PASS,FAIL,PASS,PASS
TXN00029853,PASS,PASS,FAIL,PASS,PASS
TXN00028742,PASS,PASS,FAIL,PASS,PASS
TXN00041125,PASS,PASS,FAIL,PASS,PASS
TXN00037997,PASS,PASS,FAIL,PASS,PASS
TXN00008740,PASS,PASS,FAIL,PASS,PASS
TXN00030303,PASS,FAIL,PASS,PASS,PASS
TXN00017528,FAIL,PASS,PASS,PASS,PASS
TXN00032725,PASS,PASS,FAIL,PASS,PASS
TXN00025371,PASS,FAIL,PASS,PASS,PASS
TXN00012222,PASS,FAIL,FAIL,PASS,PASS
TXN00001123,PASS,FAIL,PASS,PASS,PASS
TXN00014154,PASS,PASS,FAIL,PASS,PASS
TXN00014523,PASS,PASS,FAIL,PASS,PASS
TXN00036191,FAIL,PASS,PASS,PASS,PASS
TXN00032304,PASS,PASS,FAIL,PASS,PASS
TXN00025907,PASS,PASS,FAIL,PASS,PASS
TXN00000290,PASS,FAIL,PASS,PASS,PASS
TXN00048851,PASS,FAIL,PASS,PASS,PASS
TXN00044721,PASS,FAIL,PASS,PASS,PASS
TXN00027185,PASS,FAIL,PASS,PASS,PASS
TXN00034700,PASS,FAIL,PASS,PASS,PASS
TXN00040573,PASS,FAIL,PASS,PASS,PASS
TXN00021844,PASS,FAIL,PASS,PASS,PASS
TXN00022350,PASS,PASS,FAIL,PASS,PASS
TXN00004442,PASS,FAIL,PASS,PASS,PASS
TXN00004260,PASS,FAIL,PASS,PASS,PASS
TXN00005821,PASS,FAIL,PASS,PASS,PASS
TXN00001711,PASS,FAIL,PASS,PASS,PASS
TXN00039930,PASS,PASS,FAIL,PASS,PASS
TXN00004287,PASS,PASS,FAIL,PASS,PASS
TXN00017649,PASS,PASS,FAIL,PASS,PASS
TXN00003727,PASS,PASS,FAIL,PASS,PASS
TXN00023786,PASS,PASS,FAIL,PASS,PASS
TXN00037762,PASS,PASS,FAIL,PASS,PASS
TXN00018219,PASS,PASS,FAIL,PASS,PASS
TXN00025516,PASS,PASS,FAIL,PASS,PASS
TXN00046803,PASS,FAIL,PASS,PASS,PASS
TXN00015341,PASS,FAIL,PASS,PASS,PASS
TXN00001239,PASS,FAIL,PASS,PASS,PASS
TXN00015885,PASS,FAIL,PASS,PASS,PASS
TXN00047895,PASS,FAIL,PASS,PASS,PASS
TXN00017788,PASS,PASS,FAIL,PASS,PASS
TXN00045209,PASS,PASS,FAIL,PASS,PASS
TXN00020560,PASS,FAIL,PASS,PASS,PASS
TXN00018687,FAIL,PASS,FAIL,PASS,PASS
TXN00021026,PASS,PASS,FAIL,PASS,PASS
TXN00027472,PASS,PASS,FAIL,PASS,PASS
TXN00041348,PASS,FAIL,PASS,PASS,PASS
TXN00039858,PASS,FAIL,PASS,PASS,PASS
TXN00016312,PASS,FAIL,PASS,PASS,PASS
TXN00002313,PASS,FAIL,PASS,PASS,PASS
TXN00013955,PASS,PASS,FAIL,PASS,PASS
TXN00015155,PASS,PASS,FAIL,PASS,PASS
TXN00019392,PASS,PASS,FAIL,PASS,PASS
TXN00048256,PASS,PASS,FAIL,PASS,PASS
TXN00043950,PASS,FAIL,PASS,PASS,PASS
TXN00000348,PASS,FAIL,PASS,PASS,PASS
TXN00029328,PASS,FAIL,PASS,PASS,PASS
TXN00032254,PASS,PASS,FAIL,PASS,PASS
TXN00030842,PASS,FAIL,PASS,PASS,PASS
TXN00007199,PASS,PASS,FAIL,PASS,PASS
TXN00046236,PASS,PASS,FAIL,PASS,PASS
TXN00010245,PASS,FAIL,PASS,PASS,PASS
TXN00044995,PASS,PASS,FAIL,PASS,PASS
TXN00044991,PASS,FAIL,PASS,PASS,PASS
TXN00042824,PASS,FAIL,PASS,PASS,PASS
TXN00029947,PASS,FAIL,PASS,PASS,PASS
TXN00013709,PASS,FAIL,PASS,PASS,PASS
TXN00028756,PASS,FAIL,PASS,PASS,PASS
TXN00031679,PASS,PASS,FAIL,PASS,PASS
TXN00012358,PASS,FAIL,PASS,PASS,PASS
TXN00030801,PASS,FAIL,PASS,PASS,PASS
TXN00010949,PASS,PASS,FAIL,PASS,PASS
TXN00016230,PASS,FAIL,PASS,PASS,PASS
TXN00008529,PASS,FAIL,PASS,PASS,PASS
TXN00039614,PASS,FAIL,PASS,PASS,PASS
TXN00005896,PASS,FAIL,PASS,PASS,PASS
TXN00035973,FAIL,PASS,PASS,PASS,PASS
TXN00022480,PASS,FAIL,PASS,PASS,PASS
TXN00030957,PASS,PASS,FAIL,PASS,PASS
TXN00047422,PASS,FAIL,PASS,PASS,PASS
TXN00041438,PASS,PASS,FAIL,PASS,PASS
TXN00038896,PASS,FAIL,PASS,PASS,PASS
TXN00041538,FAIL,PASS,PASS,PASS,PASS
TXN00003997,PASS,PASS,FAIL,PASS,PASS
TXN00026432,PASS,FAIL,PASS,PASS,PASS
TXN00006617,PASS,FAIL,PASS,PASS,PASS
TXN00035470,PASS,FAIL,FAIL,PASS,PASS
TXN00006929,PASS,FAIL,PASS,PASS,PASS
TXN00032148,PASS,FAIL,PASS,PASS,PASS
TXN00003546,PASS,PASS,FAIL,PASS,PASS
TXN00004254,FAIL,PASS,PASS,PASS,PASS
TXN00019479,PASS,PASS,FAIL,PASS,PASS
TXN00000965,PASS,FAIL,PASS,PASS,PASS
TXN00003911,PASS,PASS,FAIL,PASS,PASS
TXN00022858,PASS,PASS,FAIL,PASS,PASS
TXN00021046,PASS,PASS,FAIL,PASS,PASS
TXN00049159,PASS,FAIL,PASS,PASS,PASS
TXN00009215,PASS,FAIL,PASS,PASS,PASS
TXN00046096,PASS,FAIL,PASS,PASS,PASS
TXN00035652,PASS,FAIL,PASS,PASS,PASS
TXN00000379,PASS,PASS,FAIL,PASS,PASS
TXN00024385,PASS,PASS,FAIL,PASS,PASS
TXN00043920,PASS,FAIL,PASS,PASS,PASS
TXN00036164,FAIL,PASS,PASS,PASS,PASS
TXN00043979,PASS,FAIL,PASS,PASS,PASS
TXN00036856,PASS,PASS,FAIL,PASS,PASS
TXN00024179,PASS,FAIL,PASS,PASS,PASS
TXN00049021,PASS,FAIL,PASS,PASS,PASS
TXN00042697,PASS,PASS,FAIL,PASS,PASS
TXN00042697,PASS,PASS,FAIL,PASS,PASS
TXN00012079,PASS,FAIL,PASS,PASS,PASS
TXN00019471,PASS,PASS,FAIL,PASS,PASS
TXN00003527,PASS,PASS,FAIL,PASS,PASS
TXN00039537,PASS,PASS,FAIL,PASS,PASS
TXN00043341,PASS,PASS,FAIL,PASS,PASS
TXN00000671,PASS,PASS,FAIL,PASS,PASS
TXN00028779,PASS,FAIL,PASS,PASS,PASS
TXN00019824,PASS,FAIL,PASS,PASS,PASS
TXN00019824,PASS,FAIL,PASS,PASS,PASS
TXN00013205,PASS,PASS,FAIL,PASS,PASS
TXN00047101,PASS,PASS,FAIL,PASS,PASS
TXN00010460,PASS,FAIL,PASS,PASS,PASS
TXN00036398,PASS,PASS,FAIL,PASS,PASS
TXN00038886,PASS,FAIL,PASS,PASS,PASS
TXN00047027,PASS,PASS,FAIL,PASS,PASS
TXN00005613,PASS,FAIL,FAIL,PASS,PASS
TXN00002291,PASS,PASS,FAIL,PASS,PASS
TXN00007734,PASS,FAIL,PASS,PASS,PASS
TXN00030729,PASS,FAIL,FAIL,PASS,PASS
TXN00005766,PASS,PASS,FAIL,PASS,PASS
TXN00047749,PASS,PASS,FAIL,PASS,PASS
TXN00020451,PASS,PASS,FAIL,PASS,PASS
TXN00023967,PASS,PASS,FAIL,PASS,PASS
TXN00043111,PASS,FAIL,PASS,PASS,PASS
TXN00018787,PASS,FAIL,PASS,PASS,PASS
TXN00011363,PASS,FAIL,PASS,PASS,PASS
TXN00007094,PASS,PASS,FAIL,PASS,PASS
TXN00019229,PASS,FAIL,PASS,PASS,PASS
TXN00026530,PASS,PASS,FAIL,PASS,PASS
TXN00040405,PASS,FAIL,PASS,PASS,PASS
TXN00012440,PASS,FAIL,PASS,PASS,PASS
TXN00043002,PASS,PASS,FAIL,PASS,PASS
TXN00042330,PASS,FAIL,PASS,PASS,PASS
TXN00037783,PASS,FAIL,PASS,PASS,PASS
TXN00021512,PASS,PASS,FAIL,PASS,PASS
TXN00012475,PASS,FAIL,PASS,PASS,PASS
TXN00007062,PASS,PASS,FAIL,PASS,PASS
TXN00045779,PASS,PASS,FAIL,PASS,PASS
TXN00012064,PASS,PASS,FAIL,PASS,PASS
TXN00013254,FAIL,PASS,PASS,PASS,PASS
TXN00022548,FAIL,PASS,PASS,PASS,PASS
TXN00024049,PASS,PASS,FAIL,PASS,PASS
TXN00042972,PASS,FAIL,PASS,PASS,PASS
TXN00000454,PASS,PASS,FAIL,PASS,PASS
TXN00032535,PASS,PASS,FAIL,PASS,PASS
TXN00032590,PASS,FAIL,PASS,PASS,PASS
TXN00001336,PASS,PASS,FAIL,PASS,PASS
TXN00030757,PASS,FAIL,PASS,PASS,PASS
TXN00001091,PASS,FAIL,PASS,PASS,PASS
TXN00027115,PASS,FAIL,PASS,PASS,PASS
TXN00019125,PASS,FAIL,PASS,PASS,PASS
TXN00047472,PASS,PASS,FAIL,PASS,PASS
TXN00026519,PASS,PASS,FAIL,PASS,PASS
TXN00030971,PASS,FAIL,PASS,PASS,PASS
TXN00046699,PASS,PASS,FAIL,PASS,PASS
TXN00033851,PASS,FAIL,PASS,PASS,PASS
TXN00013000,PASS,PASS,FAIL,PASS,PASS
TXN00040087,PASS,FAIL,PASS,PASS,PASS
TXN00041179,PASS,FAIL,PASS,PASS,PASS
TXN00037749,PASS,PASS,FAIL,PASS,PASS
TXN00003677,PASS,FAIL,PASS,PASS,PASS
TXN00033334,PASS,FAIL,PASS,PASS,PASS
TXN00029395,PASS,PASS,FAIL,PASS,PASS
TXN00034933,PASS,PASS,FAIL,PASS,PASS
TXN00036085,PASS,FAIL,PASS,PASS,PASS
TXN00048318,PASS,FAIL,PASS,PASS,PASS
TXN00007940,PASS,FAIL,PASS,PASS,PASS
TXN00038313,PASS,FAIL,PASS,PASS,PASS
TXN00029451,FAIL,PASS,PASS,PASS,PASS
TXN00032760,PASS,FAIL,PASS,PASS,PASS
TXN00022144,PASS,PASS,FAIL,PASS,PASS
TXN00020551,PASS,PASS,FAIL,PASS,PASS
TXN00047644,PASS,PASS,FAIL,PASS,PASS
TXN00010113,PASS,PASS,FAIL,PASS,PASS
TXN00026427,PASS,PASS,FAIL,PASS,PASS
TXN00027699,PASS,PASS,FAIL,PASS,PASS
TXN00009035,FAIL,PASS,PASS,PASS,PASS
TXN00030498,PASS,PASS,FAIL,PASS,PASS
TXN00022482,PASS,PASS,FAIL,PASS,PASS
TXN00017848,PASS,PASS,FAIL,PASS,PASS
TXN00017848,PASS,PASS,FAIL,PASS,PASS
TXN00020210,PASS,PASS,FAIL,PASS,PASS
TXN00033511,PASS,FAIL,PASS,PASS,PASS
TXN00031366,PASS,FAIL,PASS,PASS,PASS
TXN00020965,PASS,FAIL,PASS,PASS,PASS
TXN00019370,PASS,FAIL,PASS,PASS,PASS
TXN00019097,PASS,PASS,FAIL,PASS,PASS
TXN00021744,PASS,FAIL,PASS,PASS,PASS
TXN00024641,PASS,PASS,FAIL,PASS,PASS
TXN00018837,PASS,PASS,FAIL,PASS,PASS
TXN00033265,PASS,PASS,FAIL,PASS,PASS
TXN00033265,PASS,PASS,FAIL,PASS,PASS
TXN00022403,PASS,FAIL,PASS,PASS,PASS
TXN00039774,PASS,FAIL,PASS,PASS,PASS
TXN00031930,PASS,PASS,FAIL,PASS,PASS
TXN00048081,PASS,PASS,FAIL,PASS,PASS
TXN00023401,PASS,FAIL,PASS,PASS,PASS
TXN00032165,PASS,FAIL,PASS,PASS,PASS
TXN00008799,PASS,FAIL,PASS,PASS,PASS
TXN00029357,PASS,FAIL,PASS,PASS,PASS
TXN00049493,PASS,FAIL,PASS,PASS,PASS
TXN00006682,PASS,FAIL,PASS,PASS,PASS
TXN00025400,PASS,FAIL,PASS,PASS,PASS
TXN00015876,PASS,FAIL,PASS,PASS,PASS
TXN00013172,PASS,PASS,FAIL,PASS,PASS
TXN00022352,PASS,PASS,FAIL,PASS,PASS
TXN00049946,PASS,PASS,FAIL,PASS,PASS
TXN00022518,PASS,FAIL,PASS,PASS,PASS
TXN00038745,PASS,PASS,FAIL,PASS,PASS
TXN00045061,PASS,FAIL,PASS,PASS,PASS
TXN00002958,PASS,FAIL,PASS,PASS,PASS
TXN00040900,FAIL,PASS,PASS,PASS,PASS
TXN00038678,PASS,FAIL,PASS,PASS,PASS
TXN00021715,PASS,FAIL,PASS,PASS,PASS
TXN00018748,PASS,PASS,FAIL,PASS,PASS
TXN00032410,PASS,FAIL,PASS,PASS,PASS
TXN00001284,PASS,PASS,FAIL,PASS,PASS
TXN00034894,PASS,PASS,FAIL,PASS,PASS
TXN00027994,PASS,PASS,FAIL,PASS,PASS
TXN00030962,PASS,FAIL,PASS,PASS,PASS
TXN00025637,PASS,FAIL,PASS,PASS,PASS
TXN00010110,PASS,PASS,FAIL,PASS,PASS
TXN00045855,PASS,FAIL,PASS,PASS,PASS
TXN00000202,PASS,PASS,FAIL,PASS,PASS
TXN00035603,PASS,FAIL,PASS,PASS,PASS
TXN00036531,PASS,PASS,FAIL,PASS,PASS
TXN00003982,PASS,FAIL,PASS,PASS,PASS
TXN00033298,PASS,PASS,FAIL,PASS,PASS
TXN00005083,PASS,PASS,FAIL,PASS,PASS
TXN00014148,PASS,FAIL,PASS,PASS,PASS
TXN00040415,PASS,PASS,FAIL,PASS,PASS
TXN00026203,PASS,FAIL,PASS,PASS,PASS
TXN00040590,PASS,FAIL,PASS,PASS,PASS
TXN00027311,FAIL,PASS,PASS,PASS,PASS
